"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","perp.cat"
"11",199403090005,1994,3,9,"",0,"",217,"United States",1,"North America","Florida (U.S. State)","Miami",25.728985,-80.237419,1,0,"","",0,1,1,1,2,"Other Crime Type",0,1,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",NA,"","Veye Yo","Executive Board member Daniel Buron",87,"Haiti",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,2,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pistol",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,1,1,"",NA
"12",199403300009,1994,3,30,"",0,"",217,"United States",1,"North America","Ohio (U.S. State)","Cincinnati",39.106614,-84.504552,1,0,"","",1,1,1,-9,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility","Cincinnati Herald Newspaper","Building",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Incendiary",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"13",199404050008,1994,4,5,"",0,"",217,"United States",1,"North America","New York (U.S. State)","New York City",40.65,-73.95,1,0,"","",1,1,1,1,2,"Other Crime Type",0,0,0,1,"Assassination",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown","Woman in 70's",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Letter bomb",0,NA,NA,1,1,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"14",199405180004,1994,5,18,"",0,"",217,"United States",1,"North America","New York (U.S. State)","New York City",40.71455,-74.007124,1,0,"","",1,1,1,0,NA,"",0,0,0,1,"Assassination",NA,"",NA,"",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility","ABC Network","President Robert Iger",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Package bomb",0,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"15",199405290004,1994,5,29,"",0,"",217,"United States",1,"North America","New York (U.S. State)","New York City",40.71455,-74.007124,1,0,"","",1,1,1,-9,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",1,"Business",3,"Bank/Commerce","Bilbao Bizkaia Kutxa Bank","Banker Javier Munsuri Barona",185,"Spain",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pistol",1,NA,NA,0,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,1,1,"",NA
"16",199405290008,1994,5,29,"",0,"",217,"United States",1,"North America","California (U.S. State)","Riverside",33.953349,-117.396156,1,0,"","",1,1,1,1,2,"Other Crime Type",0,0,0,1,"Assassination",NA,"",NA,"",15,"Religious Figures/Institutions",85,"Religious Figure","Nation of Islam","Khallid Abdul Muhammad",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","",0,NA,NA,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",13,"Unknown",NA,"",13,"Unknown",NA,"",13,"Unknown",NA,"","Pistol - 9 mm caliber",0,NA,NA,3,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"17",199406080015,1994,6,8,"",0,"",217,"United States",1,"North America","Ohio (U.S. State)","Springdale",39.291087,-84.482954,1,0,"","6/8/1994: Two members of the Aryan Republican Army robbed the Society National Bank in Springdale, Ohio, United States.  $11,890 was stolen but the money was attached to a dye pack used by the bank as a security device.  While the robbers were driving away, the dye pack exploded rendering the money useless.",1,0,1,1,2,"Other Crime Type",0,1,0,5,"Hostage Taking (Barricade Incident)",NA,"",NA,"",1,"Business",3,"Bank/Commerce","Society National Bank","Society National Bank, Springdale Ohio",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Aryan Republican Army","","","","","","The Aryan Republican Army robbed banks to simultaneously dispose the state of capital and to provide logistical support for their revolutionary war to overthrow the United States  government.  The money from the bank robberies was used to purchase guns, vehicles, and safehouses.  A portion of the money was also donated to various right-wing extremist causes.",0,NA,NA,2,2,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",11890,"Money stolen",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The robbery took place at 9:00 AM and lasted less than one minute.  Pete Langan went inside the bank to steal the money while Richard Guthrie covered the lobby yelling out fake Arabic phrases.  Langan and Guthrie wore fake Richard Nixon and Jimmy Carter masks respectively, imitating the movie Point Break.","United States Court of Appeals for the Sixth Circuit, ""United States of America v. Peter Kevin Langan,"" No. 99-3146, August 30, 2001.","Mark S. Hamm, ""In Bad Company: America's Terrorist Underground,"" Northeastern University Press, 2002.","Mark S. Hamm, ""Terrorism as Crime: From Oklahoma City to Al-Qaeda and Beyond,"" New York University Press, 2007.","Hewitt Project",0,0,0,0,"","right-wing"
"18",199407190005,1994,7,19,"",0,"",217,"United States",1,"North America","Mississippi (U.S. State)","Jackson",32.29869,-90.180489,1,0,"","",1,1,1,0,NA,"",0,0,0,1,"Assassination",NA,"",NA,"",10,"Journalists & Media",55,"Television Journalist/Staff/Facility","ABC TV","President Robert Iger",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Package bomb",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"19",199407270010,1994,7,27,"",0,"",217,"United States",1,"North America","Washington (U.S. State)","Scott Lake",46.919086,-122.939912,1,0,"at Dave Littlejohn Logging Company east of Olympia, Washington","7/27/1994: Earth First! members claimed responsibility for setting arson to logging equipment at Dave Littlejohn Logging Company near Olympia, Washington in the United States.  The arson destroyed a log loader.  There were no casualties in the incident.  This incident was one in a  series of two; the second arson occurred four days later at the same logging company, damaging more equipment.  Nine days later, both incidents were claimed in a phone call to the contract logging association, stating that the destruction was ""retaliation by the Earth Firsters to protect the planet Earth from loggers.""",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",5,"Industrial/Textiles/Factory","Dave Littlejohn Logging Company","equipment at logging company near Olympia, WA",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth First!","","","","","","""to protect planet Earth from loggers""",0,NA,NA,-99,-99,1,2,"Call (post-incident)",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,4,"Unknown",-99,"damage to log loader",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This incident was one of two arsons at the Dave Littlejohn Logging Company, which were 4 days apart, and both claimed by Earth First!","Rob Tucker, ""The In Basket: Loggers worry 'monkey wrenchers' could be headed this way,"" The News Tribune, September 9, 1994.","James L. Outman and Elisabeth M. Outman, ""Terrorism Almanac,"" The Gale Group, Inc., 2003.","","Eco Project 2010",0,0,0,0,"","eco-terror"
"20",199407290003,1994,7,29,"",0,"",217,"United States",1,"North America","Florida (U.S. State)","Pensacola",30.420845,-87.217239,1,0,"","",1,1,1,0,NA,"",0,1,0,1,"Assassination",NA,"",NA,"",5,"Abortion Related",40,"Clinics","Ladies Center","Abortion Clinic",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",4,"Rifle/Shotgun (non-automatic)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Shotgun",2,NA,NA,1,NA,NA,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"","anti-abortion"
"21",199407300006,1994,7,30,"",0,"",217,"United States",1,"North America","Virginia (U.S. State)","Falls Church",38.88549,-77.173624,1,0,"","",1,1,1,-9,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",6,"Medical/Pharmaceutical","Unk","Women's clinic",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","",1,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Incendiary",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",10000,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"","anti-abortion"
"22",199407310009,1994,7,31,"",0,"",217,"United States",1,"North America","Washington (U.S. State)","Scott Lake",46.919086,-122.939912,1,0,"at Dave Littlejohn Logging Company east of Olympia, Washington","07/31/1994: Earth First! members claimed responsibility for setting arson to logging equipment at Dave Littlejohn Logging Company near Olympia, Washington in the United States.  The arson caused damage to a log skidder, a bulldozer and two fire prevention trucks .  There were no casualties in the incident.  This incident was one in a  series of two; the first arson occurred four days earlier at the same logging company, damaging more equipment.  Nine days later, both incidents were claimed in a phone call to the contract logging association, stating that the destruction was ""retaliation by the Earth Firsters to protect the planet Earth from loggers.""",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",5,"Industrial/Textiles/Factory","Dave Littlejohn Logging Company","equipment at logging company near Olympia, WA",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth First!","","","","","","""to protect planet Earth from loggers""",0,NA,NA,-99,-99,1,2,"Call (post-incident)",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,4,"Unknown",-99,"damage to log skidder, a bulldozer and two fire prevention trucks",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This incident was one of two arsons at the Dave Littlejohn Logging Company, which were 4 days apart, and both claimed by Earth First!","Rob Tucker, ""The In Basket: Loggers worry 'monkey wrenchers' could be headed this way,"" The News Tribune, September 9, 1994.","James L. Outman and Elisabeth M. Outman, ""Terrorism Almanac,"" The Gale Group, Inc., 2003.","","Eco Project 2010",0,0,0,0,"","eco-terror"
"23",199408090010,1994,8,9,"",0,"",217,"United States",1,"North America","Vermont (U.S. State)","St. Albans",44.81302,-73.083034,1,0,"Bomb placed on driveway of clinic","8/9/1994: Helen Virginia Ames placed a bomb outside of the Planned Parenthood of Northern New England in St. Albans, Vermont, United States.  The bomb was discovered by staff at the health care facility before the clinic opened for the day.  The device was safely removed from the scene.",1,1,1,0,NA,"",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",5,"Abortion Related",40,"Clinics","Planned Parenthood","Planned Parenthood of Northern New England clinic in St. Albans, Vermont",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","To protest the practice of abortion and to sabotage the Planned Parenthood operating in New England.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Crude bomb",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The Planned Parenthood clinic did not perform abortions.","""Bomb Found Outside Vermont Clinic,"" Associated Press, August 12, 1984.","""Clinic Bomb Suspect Arrested,"" Christian Science Monitor, August 22, 1994.","""Bomb Found At Vermont Birth-Control Clinic,"" Christian Science Monitor, August 15, 1994.","Anti-Abortion Project 2010",-9,-9,0,-9,"","anti-abortion"
"24",199408100003,1994,8,10,"",0,"",217,"United States",1,"North America","Minnesota (U.S. State)","Brainerd",46.353165,-94.200689,1,0,"Fire ignited in the waiting room of the facility.","8/10/1994: Unknown perpetrators ignited a fire within the Planned Parenthood Brainerd Clinic in Brainerd, Minnesota, United States.  There were no casualties, but the health care facility along with three adjacent businesses were destroyed resulting in $373,000 in damages.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",5,"Abortion Related",40,"Clinics","Planned Parenthood","Planned Parenthood Brainerd Clinic",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","To protest the practice of abortion and to sabotage abortion facilities operating in Minnesota.",0,NA,NA,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Brick thrown through window followed by gasoline poured into the building and ignited with a match",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",373000,"The building was destroyed and three surrounding businesses were damaged.",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The health care facility did not perform abortions, however it was previously the target of anti-abortion picketers.","Carolyn Pesce, ""Abortion Violence Hits Home/Torching of Clinic Mars 'Peaceful' Town."" USA Today, August 18, 1994.","""Arson Cited in Clinic Fire,"" New York Times, August 13, 1994.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.","Anti-Abortion Project 2010",-9,-9,0,-9,"","anti-abortion"
"25",199409050004,1994,9,5,"",0,"",217,"United States",1,"North America","Florida (U.S. State)","Miami",25.728985,-80.237419,1,0,"","",1,1,1,-9,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",10,"Journalists & Media",53,"Newspaper Journalist/Staff/Facility","Replica Magazine","Building housing magazine offices",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Incendiary",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"26",199409060003,1994,9,6,"",0,"",217,"United States",1,"North America","California (U.S. State)","Yuba City",39.14076,-121.619399,1,0,"","",1,1,1,-9,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",15,"Religious Figures/Institutions",86,"Place of Worship","Muslim Religion","Islamic Center/Mosque",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Flammable liquid",0,NA,NA,0,NA,NA,1,3,"Minor (likely < $1 million)",9e+05,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"27",199409120013,1994,9,12,"",0,"",217,"United States",1,"North America","District of Columbia","Washington",38.89037,-77.031959,1,0,"","",1,1,1,-9,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",2,"Government (General)",17,"Head of State","U.S. Gov","The White House",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","",0,NA,NA,1,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,13,"Unknown",NA,"",13,"Unknown",NA,"",13,"Unknown",NA,"",13,"Unknown",NA,"","",1,1,NA,0,0,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"28",199409210007,1994,9,21,"",0,"",217,"United States",1,"North America","Kansas (U.S. State)","Overland Park",38.984895,-94.671684,1,0,"","9/21/1994: Two members of the Aryan Republican Army robbed the Boatman's Bank in Overland Park, Kansas, United States.    $13,000 was stolen.",1,0,1,1,2,"Other Crime Type",0,1,0,6,"Hostage Taking (Kidnapping)",NA,"",NA,"",1,"Business",3,"Bank/Commerce","Boatman's Bank","Boatman's Bank, Overland Park Kansas",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Aryan Republican Army","","","","","","The Aryan Republican Army robbed banks to simultaneously dispose the state of capital and to provide logistical support for their revolutionary war to overthrow the United States  government.  The money from the bank robberies was used to purchase guns, vehicles, and safehouses.  A portion of the money was also donated to various right-wing extremist causes.",0,NA,NA,2,2,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",13000,"Money stolen",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","Mark S. Hamm, ""In Bad Company: America's Terrorist Underground,"" Northeastern University Press, 2002.","Mark S. Hamm, ""Terrorism as Crime: From Oklahoma City to Al-Qaeda and Beyond,"" New York University Press, 2007.","","Hewitt Project",0,0,0,0,"","right-wing"
"29",199410050001,1994,10,5,"",0,"",217,"United States",1,"North America","Wisconsin (U.S. State)","Madison",43.07295,-89.386694,1,0,"","",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Campaign HQ of Rep. Gov. Tommy Thompson","Campaign HQ",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","",0,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",14,"Time Fuse",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Pipe bomb",0,NA,NA,0,NA,NA,1,NA,"",NA,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","","","","PGIS",-9,-9,0,-9,"",NA
"30",199410090010,1994,10,9,"",0,"",217,"United States",1,"North America","California (U.S. State)","Redding",40.587515,-122.392934,1,0,"","10/9/1994: In a series of related attacks, Richard Thomas Andrews ignited a fire at the Redding Feminist Woman's Health Center in Redding, California, United States.  There were no casualties, but the abortion clinic sustained $4,000 in damages.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",5,"Abortion Related",40,"Clinics","","Redding Feminist Woman's Health Center",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","To protest the practice of abortion and to sabotage abortion facilities operating in California.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firebomb consisting of gasoline",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",4000,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This is part of a multiple attack with 199410090011.  The incidents took place around 90 minutes apart.  The fire at the abortion clinic was first reported around 3:30 AM.  Sprinklers recently installed at the health care clinic prevented further damage.","""Abortion Clinic Fires in Separate Towns Linked to Single Arsonist,"" Ludington Daily News, October 10, 1994.","Kelly McBride, ""Fed Say Protests Escalated to Arson Man Suspected in 8 Fires at Abortion Clinics,"" The Spokesman Review, October 24, 1997.","""Abortion Clinic Torching Case,"" Ellensburg Daily Record, June 5, 1997","Anti-Abortion Project 2010",-9,-9,0,-9,"199410090011","anti-abortion"
"31",199410090011,1994,10,9,"",0,"",217,"United States",1,"North America","California (U.S. State)","Chico",39.73201,-121.841985,1,0,"","10/9/1994: In a series of related attacks, Richard Thomas Andrews ignited a fire at the Planned Parenthood of Shasta-Diablo clinic in Chico California, United States.  There were no casualties, but the abortion clinic sustained $35,000 in damages.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",5,"Abortion Related",40,"Clinics","Planned Parenthood","Planned Parenthood of Shasta-Diablo clinic",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","To protest the practice of abortion and to sabotage abortion facilities operating in California.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Firebomb consisting of gasoline",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",35000,"Heavy damage",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"This is part of a multiple attack with 199410090010.  The incidents took place around 90 minutes apart.  The fire at the abortion clinic was first reported around 4:30 AM.  A witness reported seeing a man in a stocking mask carrying a gasoline container and fleeing from the building just before the fire was started.","""Abortion Clinic Fires in Separate Towns Linked to Single Arsonist,"" Ludington Daily News, October 10, 1994.","Kelly McBride, ""Fed Say Protests Escalated to Arson Man Suspected in 8 Fires at Abortion Clinics,"" The Spokesman Review, October 24, 1997.","""Abortion Clinic Torching Case,"" Ellensburg Daily Record, June 5, 1997","Anti-Abortion Project 2010",-9,-9,0,-9,"199410090010","anti-abortion"
"32",199410110011,1994,10,11,"",0,"",217,"United States",1,"North America","Montana (U.S. State)","Kalispell",48.20164,-114.314901,1,0,"","10/11/1994:  Richard Thomas Andrews set two fires within the offices of Dr. James Armstrong in Kalispell, Montana, United States.  There were no casualties, but the office sustained an estimated $75,000 in damages.  Dr. Armstrong was the only physician who performed abortions in the area.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",5,"Abortion Related",40,"Clinics","","Office of Dr. James Armstrong",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Anti-Abortion Activists","","","","","","To protest the practice of abortion and to sabotage abortion facilities operating in Montana.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Flammable liquid ignited on fire",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",75000,"The building was partially damaged",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The fire was ignited around 3:00 AM.","""Arson Fire Burns Office of Abortion Doctor,"" Milwaukee Journal, October 11, 1994.","""Sentence Imposed in Abortion Arson,"" United Press International, April 28, 1998.","Kelly McBride, ""Fed Say Protests Escalated to Arson Man Suspected in 8 Fires at Abortion Clinics,"" The Spokesman Review, October 24, 1997.","Anti-Abortion Project 2010",-9,-9,0,-9,"","anti-abortion"
"33",199410150011,1994,10,15,"",0,"",217,"United States",1,"North America","Maine (U.S. State)","Strong",44.815869,-70.218229,1,0,"off of Foster Hill Road in Freeman Township in Franklin County, Maine","10/15/1994: Unknown perpetrators torched a skidder belonging to lumberman, David Boynton, off of Foster Hill Road in Franklin County, Maine in the United States. There were no casualties in the incident, but the skidder, which was destroyed in the arson, was valued at $25,000.  Before the skidder had been deliberately set on fire, the filters were removed and strewn around the area.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",12,"Construction","David Boynton, independent contractor","skidder belonging to David Boynton, independent contractor",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",25000,"destroyed skidder",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","Laura Dunham, ""Loggers set reward for catching vandals,"" Sun Journal, October 22, 1994.","Laura Dunham, ""Reward doubled for tip on logging vandalism acts,"" Sun Journal, October 27, 1994.","","Eco Project 2010",-9,-9,0,-9,"","eco-terror"
